Lyric,Genre,Artist
She's fresh to death. She'll be the death of you. Seduction leads to destruction. She's fresh to death. She'll be the death of me. She's fresh but not so clean. Cute face slim waist. She's got em' in a craze. Yeah I think he's going crazy. When she speaks it makes me grind my teeth. Yet he still thinks she's amazing. And she's been playing games. Ever since 98'. Shallow is as shallow does. Some people never change. She's so fine. She's thinks she's so damn fine. She might be fine. But she ain't worth a second of your time. You're as fake as the moans you make. And you're as weak as the hearts you break. You're as fake as the moans you make. So just give us a little break. Sex sells. And your sex cells make all the lost boys drool. Cause you're a dime. But they'll have to wait in line. Until one of them makes it two of you. Cute face slim waist. You still got em' in a craze. Yeah I think I'm going crazy. I have a long list of things to say. But I'll leave it at. You amaze me. You're as fake as the moans you make. And you're as weak as the hearts you break. You're as fake as the moans you make. So just give us a little break,Rock,The Maine
I can't rest in war. Will you be my friend. Dark ages never change. I can't comprehend. Kiss me we self destruct. Can you hear me Lord. Yes I think we're fucked. But I can't rest in war. The righteous and the wicked. War and peace. The killing fist. Of the human beast. P.O.P.. Prodigies of peace. Hear me when I'm calling you. From my knees. I am playing for a better day. I am playing for a better day. I am playing for a better day. Holy mother earth. Crying into space. Tears on her pretty face. Before she has been raped. Killing your future blood. Fill her with desease. Global abortion peace. That is what she needs. The righteous and the wicked. War and peace. The killing fist. Of the human beast. P.O.P.. Prodigies of peace. Hear me when I'm calling you. From my knees. I am playing for a better day (oh yeah). Playing for a better day. Are we fire flies. Flashing in the night. Big thunder rumble fish. Did you get it right. Headstrong battle song. Exploding souls be gone. Marvin Gaye my love. Where did we go wrong. The righteous and the wicked. War and peace. The killing fist. Of the human beast. P.O.P.. Prodigies of peace. Hear me when I'm calling you. From my knees. I am playing for a better day.,Rock,Red Hot Chili Peppers
"Im crawling with the rats and the roaches. Never turn my back to the vultures. I,ma need to check all your coats. Cuz you never know when the enemy approaches. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Everywhere I go. I see people passing by. They keep staring back at me. Like some freak in paradise. Are you people savage. Pull the knife out from my back. In the Company of rich. I'll take loyalty over royalty. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Im caught between the thorns and the roses. People coming in and out focus. I'ma need to check all your motives. I see the fire. lying under where the smoke is. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Everywhere I go. I see people passing by. They keep staring back at me. Like some freak in paradise. Are you people savage. Pull the knife out from my back. In the Company of rich. I'll take loyalty over royalty. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. Who do you trust?. Tell me who do you trust?. I see them coming at us. But when the molotov drops. Tell me who do you trust?. O que?. Who do you trust?. Ah!",Rock,Papa Roach
All your twisted thoughts free flow to. Everlasting memories show soul. Kiss the stars with me. And dread the wait for. Stupid calls returning us to life. We say to those who are in love. It can't be true cause we're too young. I know that's true because. So long I was so in love with you. So I thought. A year goes by. And I can't talk about it. On my knees in a dim lighted room. Thoughts free flow try to consume myself in this. I'm not faithless. Just paranoid. Of getting lost or that I might lose. Ignorance is bliss cherish it. Pretty neighborhoods. You learn too much to hold. Believe and not. And fight the tears. With pretty smiles and lies about the time. A year goes by. And I can't talk about it. The times weren't right. And I couldn't talk about it. Choris romance says goodnight. Close your eyes and I'll close mine. Remember you remember me. Choris romance says goodnight. Close your eyes and I'll close mine. Remember you remember me. And I'm praying that we will see. Something there in between. Then and there. That exceeds all we can dream. So we can talk about it. Choris romance says goodnight. Close your eyes and I'll close mine. Remember you remember me. Choris romance says goodnight. Close your eyes and I'll close mine. Remember you remember me. And I'm praying that we will see. Something there in between. Then and there. That exceeds all we can dream. So we can talk about it. And all these twisted thoughts I see. Jesus there in between. And all these twisted thoughts I see. Jesus there in between,Rock,Flyleaf
"chinese spectate riding forklift,. mother says ""no"". can't i for...forklift me?. why? because i need money, work,. time is my life, not hers.. what does it mean?. of course work sucks: spend week in nevada. dancing with old lady full of nickels,. full of nickels and dimes. makes me tired, lose my..self. lose my cash. i get really fucked and then really drunk.... (something about playing cards and being from iowa. and the dealer had 21). nothing left back home with his forklift. driving past boss creamer, age 24. delta pi, phd. mr. creamer, tired of words,. looked at me,""life is a forklift.. now my mouth is a forklift. this i ask: that you serve as a forklift too.. christmas, christmas.",Rock,Pavement
"Our time's just another let down. White lies tearin' up a small town. Lost cause, someone's gotta break through. Coin toss, give away your next move. So much talkin', left with walkin'. Is this really what we wanted?. I don't think we'll ever know. Know you're sayin' hell we're payin'. Everything we want is fadin'. Faster than you'll ever know. Can you see the signs?. Have we lost our minds?. Looks like we've fallen. Feels like we've fallen. Down and down we go. Never felt so low. Can't hear you callin'. So maybe we're already gone. Maybe we're already gone!. Caught up, temporary meltdown. So what, it doesn't matter right now. Right now, anyhow. After somethin', all or nothin'. Goes right by ya, sends no motion. Why we let it take control?. Know you're sayin' hell we're payin'. Everything we want is fading. And all is lost and heaven knows. Can you see the signs?. Have we lost our minds?. Looks like we've fallen. Feels like we've fallen. Down and down we go. Never felt so low. Can't hear you callin'. So maybe we're already gone. Maybe we're already gone!. We'll make it through. Yeah, there's nothing else that we can do. Can you see the signs?. Have we lost our minds?. Looks like we've fallen. Feels like we've fallen. Down and down we go. Never felt so low. Can't hear you callin'. So maybe we're already gone. Can you see the signs?. Have we lost our minds?. Looks like we've fallen. Maybe we're already. Down and down we go. Never felt so low. Can't hear you callin'. So maybe we're already gone",Rock,Daughtry
"Some people say my love cannot be true. Please believe me, my love, and I'll show you. I will give you those things you thought unreal. The sun, the moon, the stars; all bear my seal. Oh yeah!. Follow me now and you will not regret. Leaving the life you led before we met. You are the first to have this love of mine. Forever with me 'til the end of time. Your love for me has just got to be real. Before you know the way I'm going to feel. I'm going to feel. I'm going to feel. Oh yeah!. Now I have you with me, under my power. Our love grows stronger now with every hour. Look into my eyes, you'll see who I am. My name is Lucifer, please take my hand. *sick solo*. Oh yeah!. Follow me now and you will not regret. Leaving the life you led before we met. You are the first to have this love of mine. Forever with me 'til the end of time. Your love for me has just got to be real. Before you know the way I'm going to feel. I'm going to feel. I'm going to feel. Oh yeah!. Now I have you with me, under my power. Our love grows stronger now with every hour. Look into my eyes, you will see who I am. My name is Lucifer, please take my hand",Rock,Ozzy Osbourne
"[ music: Dennis Drew/words: Natalie Merchant ]. . Tell me what's gone wrong.. I tilt my head there, under the faucet, but when I turn it on -- dry as paper.. Call the neighbors.. Who's to blame for what's going on?. In the dark without a clue I'm just the same as you.. O, they tell us there's poison in the well,. that someone's been a bit untidy and there's been a small spill.. Not a lot, no, just a drop.. But there you are mistaken, you know you are.. I wonder just how long they knew our well was poisoned but they let us just drink on.. O, they tell us there's poison in the well,. that someone's been a bit untidy and there's been a small spill.. All that it amounts to is a tear in a salted sea.. Someone's been a bit untidy, they'll have it cleaned up in a week.. But the week is over and now it's grown into years since I was told that I should be calm, there's nothing to fear here.. But I drank that water for years, my wife and my children.. Tell me, where to now, if your fight for a bearable life can be fought and lost in you backyard?. O, don't tell us there's poison in the well,. that someone's been a bit untidy, that there's been a small spill.. All that it amounts to is a tear in a salted sea.. Someone's been a bit untidy, they'll have it cleaned up in a week..",Rock,10000 Maniacs
Never in my wildest dreams. Would I be loving you. Never in my wildest dreams. Would my dreams come true. You're just too good to touch. I can't discuss it much. I get too choked up. Don't wanna make a scene. Never in my wildest dreams. Never in my wildest dreams. Would I roam this land. Sail across the seven seas. I'm a hard luck man. But I know what my purpose is. It ain't no some pilgrimage. Its wherever my baby is. My love supreme. Never in my wildest dreams. Walk in the cold cold wind. Carry my laundry bin. Take my recs for a spin. Watch daytime tv. You're just too good to touch. And I can't discuss it much. I get too choked up. Don't wanna make a scene. Never in my wildest dreams,Rock,Dan Auerbach
Here I stand and I'm waiting. Here I stand and I'm waiting. Here I stand and I'm waiting down. Where I used to meet you down. Where the world was our toy. Here I stand and I'm wondering why. Did you ever leave me. Why. Break the heart of that boy. Here I stand with my heart in my hands and I offer love to you. Here I stand with my world gone wrong and I wonder what to do. Here I stand and I'm waiting. Here I stand and I'm waiting. Here I stand with my heart in my hands and I offer love to you. Here I stand with my world gone wrong and I wonder what to do. What to do. Here I stand and I'm waiting. Here I stand and I'm waiting. Oh how I've missed you. I wanted to kiss you. I dreamt that I held you and I lost you again. Lost you again. (Here I stand and I'm waiting). And I lost you again. (Here I stand and I'm waiting). And I lost you again. (Waiting).,Rock,Chris Isaak
"Oh yeah. I'll tell you something. I think you'll understand. When I say that something. I wanna hold your hand. I wanna hold your hand. I wanna hold your hand. Oh, please! Say to me. You'll let me be your man. And, please! Say to me. You'll let me hold your hand. Now let me hold your hand. I wanna hold your hand. And when I touch you. I feel happy inside. It's such a feeling that my love. I can't hide. I can't hide. I can't hide. Yeah, you got that something. I think you'll understand. When I say that something. I wanna hold your hand. I wanna hold your hand. I wanna hold your hand. And when I touch you. I feel happy inside. It's such a feeling that my love. I can't hide. I can't hide. I can't hide. Yeah, you got that something. I think you'll understand. When I feel that something. I wanna hold your hand. I wanna hold your hand. I wanna hold your hand. I wanna hold your hand",Rock,The Beatles
"I never thought that it'd be so simple but. I found a way, I found a way. I always thought that it'd be too crazy but. I found a way, I found a way. If you open up your mind. See what's inside. It's gonna take some time, to realign. But if you look inside, I'm sure you'll find. Over your shoulder you know that, I told you. I'll always be pickin' you up when you're down. So just turn around. Now that I know that anything's possible. I found a way, I found a way. No one can break what is so unbreakable. I found a way, I found a way. If you open up your mind. See what's inside. It's gonna take some time, to realign. But if you look inside, I'm sure you'll find. Over your shoulder you know that, I told you. I'll always be pickin' you up when you're down. So just turn around. No one cares, what you give. You know you gotta live like you wanna live. When it's time to be free. You know you gotta be what you wanna be. If you open up your mind. See what's inside. It's gonna take some time, to realign. But if you look inside, I'm sure you'll find. Over your shoulder you know that, I told you. I'll always be pickin' you up when you're down. So just turn around",Rock,Drake Bell
"I was hallucinating. I was hallucinating elvis. hawaii to las vegas. special treatment all the way. Hallucinating elvis. missing eighteen hours. losing oxygen to the brain. Lying on the floor. there's a limit, how much more I can take. rhinestone inside my shoe, 'coz I'm turning into you. I was hallucinating. I was hallucinating. I was hallucinating elvis. FBI are tapping the king's phone. '74 he's trapped in his home. hidden cameras, two way mirror walls. walkie-talkie kung-fu, then the president calls. I was hallucinating elvis. hawaii to las vegas. special treatment all the way. hallucinating elvis. missing eighteen hours. losing oxygen to the brain. Who ever has to know. tune in to my show. what you see isn't what you get. I'm shootin' movies and the TV set. Elvis elvis elvis elvis.... I was hallucinating elvis. hawaii to las vegas. special treatment all the way. Hallucinating elvis. missing eighteen hours. losing oxygen to the brain. I was hallucinating. I was hallucinating. I was hallucinating elvis. I was hallucinating. I was hallucinating. I was hallucinating. Elvis elvis elvis elvis.... I was hallucinating, hallucinating elvis...",Rock,Duran Duran
"Angelique, your name is whispered by the passing breeze. Proclaims your beauty to the tallest trees. And you're mine, Angelique. Angelique, you stand alone 'cause none compares with you. So far from those who try to be with you. And you're mine, Angelique. Angelique, your kiss is only like the morning dew. You smile, the whole wide world, it smiles with you. And you're mine, Angelique. La la la, la la la la la la la, la-a. La la la la la la la, la-a. And you're mine, Angelique. I'll never be with you. Never, ever touch your hand. So I'll just dream of you. Lonely in my wonder land. Angelique, when will I ever meet a girl like you. And if I do, how will I know it's true. That you're mine, Angelique?",Rock,Badfinger
"Your daddy took one look at me and said. ""There goes Mr Evil with a bad hat on his head. He must be delinquent he wears such wicked clothes. Those shabby suits and big brown boots, there's danger in his pose. How can you love a man in gloves - a jailbird and a hound?. A scallywag, a reprobate - the devil I'll be bound"". I know your daddy. Says I'm a baddy. 'Cos I won't do what I'm told. But Jenny Dancer. You know the answer. I've shown you a heart of gold. Your daddy never listens to a word. ""I can see he's bad now, daughter, don't be so absurd. He's got no finer feelings, he's the singer in a band. He's cold and hard with no regard - why can't you understand?. I know his type - a guttersnipe, he dresses like a thief. Devote yourself to him, my girl, things will come to grief"". I know your daddy. Says I'm a baddy. 'Cos I'm wild and fancy free. But Jenny Dancer. You know the answer. You have seen the good in me. So tell your daddy. I'm not a baddy. Tell him just to wait and see. And Jenny Dancer. My sweet romancer. You can run away with me. Yes, you can run away with me. You can run away with me. You can run away with me. You can run away with me. (Run away, run away, run away)",Rock,Ian Dury And The Blockheads
I take it by your silence. That I'm free to walk out the door. By the look in your eyes I can tell. You don't think I'll be back for more. Try to think of a world. Where you could stay. And these safe hands could go. Take your heart above the water. Wherever I choose to go. No love without freedom. No love without freedom. No love without freedom. No freedom without love. Even when you don't see me. Even when you don't hear. I'll be flying low below the sun. And you'll feel it all out here. No love without freedom. No love without freedom. No love without freedom. No freedom without love. No love without freedom. No love without freedom. No love without freedom. No freedom without love. I'm standing here in silence. The world in front of me. Holding you in my hand. And seeing as you'd see. No love without freedom. No love without freedom. No love without freedom. No freedom without love. No freedom without love,Rock,Dido
"Everything was all electric, we were perfectly in tune. And we stayed up until morning. More like early afternoon. You read me like some book. That you remembered from school. Like there would be some kind of test. You already knew the answers to. This laughter, older after. I keep singing songs like nothing's changed. Girl since you hear me screaming into. Said, ""I'm a woman and I know what I want"". We're alright, we're alright, alright. We're gonna live forever, don't secure me at the hip. We now rest inside each other like the world is gonna end. A lightning bolt, that purple dress. A simple turn up, second chance. We shook, we spoke like it had never been done. This laughter, older after. I keep singing songs like nothing's changed. Girl since you hear me screaming into. Said, ""I'm a woman and I know what I want"". We're alright, we're alright, alright. We shook, we spoke like it had never been done. This laughter, older after. I keep singing songs like nothing's changed. Girl since you hear me screaming into. Said, ""I'm a woman and I know what I want"". We're alright, we're alright, alright",Rock,Taking Back Sunday
"Oh, come on, come on, come on, come on!. Didn't I make you feel. like you were the only one? yeah!. An' didn't I give you nearly everything. that a man possibly could?. Honey, you know I did!. And each time I tell myself that I. well I think I've had enough. But I'm gonna show you, baby. How a man can be tough. I want you to come on, come on, come on. come on and take it. Take it!. Take another little piece of my heart now, baby!. Oh, oh, break it!. Break another little bit of my heart now. darling, yeah, yeah, yeah. Oh, oh, have a!. Have another little piece of my heart now, baby. You know you got it. if it makes you feel good. Oh, yes indeed. Oh, yes indeed. You're out on the streets looking good. And baby deep down in your heart. I guess you know that it ain't right. Never, never, never, hear me when I cry at night. Babe, and I cry all the time!. But each time I tell myself that I. well I can't stand the pain. But when you hold me in your arms. baby I'll sing it once again. I'll say come on, come on, come on, come on a. And take it!. Take another little piece of my heart now, baby. Oh, oh, break it!. Break another little bit of my heart now, darling, yeah. Oh, oh, have a!. Have another little piece of my heart now, baby. You know you got it, child. if it makes you feel good. Come on, come on, come on. come on and take it. Take another little piece of my heart now, baby!. Oh, oh, break it!. Break another little bit of my heart. now baby, baby, baby. Oh, oh, have a. Have another little piece of my heart now, baby. You know you got it whoahh!. Take it!. Take another little piece of my heart now, baby. Oh, oh, break it!. Break another little bit of my heart, now bay bay. Oh, oh, have a. Have another little piece of my heart now, baby, hey. You know you got it. if it makes you feel good!",Rock,Steven Tyler
"I was staring through a telescope at night. at a large light in the sky. Its spinning lights reminded me of you. A star spinning in orbit. lighting up the sky. Or maybe it was not a star at all. I was standing by the Hudson River's edge at night. looking out across the Jersey shore. At a neon light spelling out some cola's name. And I thought your name should be dancing. beamed from satellites. Larger than any billboard in Times Square. Tell it to your heart, please don't be afraid. I'm the one who loves you in each and every way. Tell it to your heart, please don't be afraid. NYC lovers. Tell it to your heart. (Tell it to your heart, please don't be afraid. tell it to your heart). (Tell it to your heart, please don't be afraid. tell it to your heart). I'm on the roof, it's 5 a.m.. I guess I couldn't sleep. And I see this spinning light that I saw last week. Maybe I should wake you up. but by then it might be gone. You never know what you see when if you look up in the sky. I ran outside down a darkened street. listening to my boot heels click. My leather jacket squeaked I needed a cigarette. When I turned the corner. my spinning light was in the street. They were filming a commercial on TV. Tell it to your heart, please don't be afraid. we're no teenage movie that ends in tragedy. Tell it to your heart, please don't be afraid. NYC Lovers. Tell it to your heart. tell it to your heart. Tell it to your heart. tell it to your heart. (Tell it to your heart, please don't be afraid. tell it to your heart). (Tell it to your heart, please don't be afraid. tell it to your heart). (Tell it to your heart, please don't be afraid. tell it to your heart). ....",Rock,Lou Reed
"Jet plane in a rocking chair. Roller coaster roll nowhere. Deaf and dumb old dancing bear. I’ll change this heart of mine. This time, this time. Sea cruise in a diving bell. Run a mile in a wishing well. Soft soap and nothing to sell. I’ll change this heart of mine. This time, this time. Here comes the real thing. I’ve been waiting, for so long. For so long. I’ve been looking for a love like you.. Crossed-line on the telephone. Crossed eyes and a canny moan. Cross fingers and head for home. I’ll change this heart of mine. This time, this time. Play sick in a feather bed. Act cool when you’re stony dead. I’m a fool with a size one head. I’ll change this heart of mine. This time, this time. Here comes the real thing. I’ve been waiting, for so long. For so long. I’ve been looking for a love like you. Jet plane in a rocking chair. Roller coaster roll nowhere. Deaf and dumb old dancing bear. I’ll change this heart of mine. This time, this time. This time, this time. This time, this time",Rock,Richard Thompson/ Richard And Linda Thompson
"Hey...sister love. Hey...sister soul. Hey...oh my love. You turn me around tonight. Hey...sister love. Save my soul, save my soul. Hold on to love, hold on to love. Love won't let you go. Love won't let you go. Hold on to love. See the sunshine in her soul. Hey...sister love. Hey...seems so bright. She comes like carnival. She is the big wheel. She turned my head around. Turned my head around. She is the speedway. She is the slipstream. She is coming 'round. Hold on to love. Hold on to love. Love won't let you go. Hold on to love. Hold on to love. She the sunlight in her song. See the sunlight in her soul. She is the gun fire. She is the car crash. She is a avalanche. She is the thunder. She is the waves and. She pulls me under. I love you 'cause I need to. Not because I need you. I love you 'cause I understand. That God has given me your hand. He holds me in a tiny fist. And still I need your kiss. Hold...on to love. Hold.... See the sunlight in her song",Rock,U2
"know that we are young.. And I know you may love me.. But I just can't be with you like this anymore.. Glissandra.. She's got both hands. in her pocket.. And she won't look at you,. Won't look at you. She hides true love. En su bolsillo.. She's got a halo 'around her finger.. Around you.. You know that I love you boy.. Hot like Mexico, rejoice.. At this point I gotta choose,. nothing to loose.. Don't call my name.. Don't call my name, Glissandra.. I'm not your babe.. I'm not your babe, Starla.. Don't wanna kiss, don't wanna touch.. Just smoke my cigarrette and hush.. Don't call my name.. Don't call my name, Tristessa.. Glissandra.. Glissandra.. Gle-ny-sandra.. Gle-ny-sandra.. (Just stop. Please. Just let me go. Glissandra. Just let me go.). She's not broken,. She's just a baby.. But her boyfriend's like a dad, just like a dad.. and all those flames that burned before him.. Now he's gonna fight your fight, gonna cool the bad.. You know that I love you boy.. Hot like Mexico, rejoice.. At this point I gotta choose,. nothing to loose. Don't call my name.. Don't call my name, Glissandra.. I'm not your babe.. I'm not your babe, Starla.. . Don't wanna kiss, don't wanna touch.. Just smoke my cigarette and hush.. Don't call my name.. Don't call my name, Tristessa.. Glissandra.. Glissandra.. Gle-ny-sandra.. Gle-ny-sandra. [2x]. Don't bother me.. Don't bother me. Glissandra. Don't call my name.. Don't call my name, Starla.. I'm not your babe.. I'm not your babe, Glissandra.. Don't wanna kiss, don't wanna touch. Starla.. Don't call my name.. Don't call my name, Glissandra.. I'm not your babe.. I'm not your babe, Starla.. Don't wanna kiss, don't wanna touch.. Just smoke my cigarette and hush.. Don't call my name.. Don't call my name, Tristessa.. Glissandra.",Rock,Smashing Pumpkins
"You took a first-class trip to Paris. You danced in the streets of Spain. You followed the sun to Rio de Janeiro. Cuz you got so sick and tired of the. London rain. But honey, late at night. When you close your tired eyes. You'll be there. And I'll be here. And one of us will cry. It's me, it's me. When you need something more. Something you're dying for. It's me, it's me. When you can't see too clear. Baby, I'm always near. It's me. You played your cards, you felt the sorrow. Cuz all that dealer dealt was pain. But baby, where you gonna play tomorrow. The stakes were too damn high. And now, you're broke again. You can trip around til all your money's blown. But who's the man that'll take you in. When all your luck is gone. It's me, it's me. What are you searching for. I know you can find my door. It's me, it's me. I know you've sinned every sin. But I'll still take you in. It's me. And me, I'm sitting here. Nothing much has changed. You broke my heart to pieces, babe. But that's nothing strange. Well, I ain't angry. That's all come and gone. My arms are still wide open girl. To catch you when you fall. And if someday you realize. Just where you belong I'm the man that'll take you in. When all your luck is gone. It's me, it's me. When you need something more. Something you're dying for. It's me, it's me. When you can't see too clear. Baby, I'm always near. It's me, it's me. What are you searching for. I know you can find my door. It's me, it's me. I know you've sinned every sin. But I'll still take you in. It's me. Baby, it's me.",Rock,Alice Cooper
Walk away slowly. You don't have to take this. In the spaces in between. Sadness on the faces. I could see the chains of love. The chains. Talking 'bout the chains of love. Can't take us away. Storms are brewing in your heart. I don't want to waste it. Better to have tried it all. Least we got to taste it. Locked up in the chains of love. We change. Caught up in the chains of love. Can't take us away. Clouds moving over the house. I think about those days. Wish I had something to relax my mind. Send me off to heaven I've got nothing but time. Lightning in the sky above. Blink and see the traces. Everything you are to me. Is bigger than the spaces. Between us and the chains of love. The chains. Locked up in the chains of love. They can't take us away. Can't take us away. Can't take us away. Can't take us away,Rock,Ryan Adams
"Soma is what they would take when. Hard times opened their eyes. Saw pain in a new way. High stakes for a few names. Racing against sunbeams. Losing against fig trees. In your eyes. And I am.. Stop.. And Go.. In your eyes, see. I am.. Stop.. And Go.. In your eyes. (let's go). When I saw her for the first time. Lips moved as her eyes closed. Heard something in his voice. ""And I'll be there"", he said. Then he walks out. Somehow he was trying. Too hard to be like them. Well I am,. Stop.. And Go.. In your eyes. I am.. Stop.. And Go.. In your eyes. Oh, darling, let me go. Tried it once and they like it. And tried to hide it. Says I've been doing this twenty five years. Well I'm not listening no more. And these friends they keep asking for more. Oh, yeah. Oh, but that's it",Rock,The Strokes
"Now that I have nothing,. I resolve to be nothing,. For nothing to harm me,. And nothing to gain,. I resolve again, to be nothing,. For nothing but disappointments,. And nothing but apathy,. I resolve again, to be nothing,. And again and again I resolve to be nothing,. And finally,. I am absolved,. And them, I am nothing,. Dissolved.",Rock,Serj Tankian
"Rooms that we have lived in,. The things that they have seen;. Rooms that you shared with me,. And the rooms in between.... When you're gone, there's a drought of love.. Mornings we would wake up. Just to taste our love again,. Afraid of some break-up. Before the day could end.. When you're gone, there's a drought of love;. Empty rooms without your love.. Why can't we seem to get it on?. (Why can't we seem to get it on). Words remain unspoken (words...);. Thoughts cannot be heard. (Thoughts...cannot be heard).. Love's just a token. Without some spoken word.. When your gone, there's a drought of love.. When you're gone, there's a drought of love;. Empty rooms without your love.. Why can't we seem to get it on?. (Why can't we seem to get it on). Rooms that you will live in. Not a part of me.. (They'll never see...). Rooms that you'll make love in;. Rooms I've never seen.. When you're gone, there's a drought of love.... When you're gone, there's a drought of love...",Rock,The Mamas And The Papas
Well I'm a write a little letter gonna mail it to my local DJ. Yes it's a jumpin' little record I want my jockey to play. Roll over Beethoven I gotta hear it again today. You know my temperature's risin' and a jukebox blowin' a fuse. My heart's a beatin' rhythm and my soul keeps a singin' the blues. Roll over Beethoven and tell Tchaikovsky the news. I got the rockin' pneumonia I need a shot of rhythm and blues. I caught the rockin' arthritis sittin' down at a rhythm review. Roll over Beethoven they're rockin' in two by two. Well if you feel you like it go get your lover then reel and rock it. With one another then move on up just a trifle further. Move and groove with one another. Roll over Beethoven dig these rhythm and blues yeah yeah. Yeah it's early in the morning and I'm giving you my warning. Don't you step on my blue suede shoes. Hey diddle diddle I'm a playin' my fiddle and I ain't got nothin' to lose. Roll over Beethoven and tell Tchaikovsky the news. You know she wiggles like a glow worm dance like a spinnin' top. She got a crazy little partner you oughta see 'em reel and rock. Long as she's got a dime the music won't ever stop. Roll over Beethoven roll over Beethoven roll over Beethoven...,Rock,Jerry Lee Lewis
"It's all in your head and you don't seem to understand. One word has say and you can't live your life,. Trying to run away. You're fighting your friends. Arguing ""in"" everybody. But it never ends. You're wearing me out. (Chorus). Come on. Reach out. And let someone into your life. Don't get me wrong. You always apologize. It's just your way. Of making a scene. You need to be loved. It's not such a crime. (Chorus). I said. Don't let your head. You just don't seem to understand. One word has say. And you can't live your life. You got ""so much love"". It's burning inside. (Chorus)",Rock,Iron Maiden
"All the ladies in the house say yeah. Come on you mother fuckers say a prayer. When you fights you gots to fight fair. You mother fucker, oh, you mother fucker. You know what time it is. Tenacious D time, you mother fucker waaa.",Rock,Tenacious D
"I saw you. Down at the station. Your leather suitcase. Burst at the seems. Stay all day. Up in your rooms now. That's not a problem. You've ever seen. Fall on your knees. Wasting your arrows. You found. You've walked. Along these halls. I awoke. Up in a bedroom. You've gone up. Hunting. I was asleep. Spend my day. Out at the fountain. That's not a problem. You've had foreseen. Fall on your knees. Wasting your arrows. You found. You've walked. Along these halls. Fall on your knees. Wasting your arrows. You found. You've walked. Along these halls. Oh, it's no use. At all. But that line. In the church. Could still remain",Rock,Vampire Weekend
"Electric light shines bright. But against the sun it is dim. Jet airplanes sure travel fast,. But how fast is the speed of light?. And no matter how low you are. There is always somebody lower. And no matter how slow you are. There is always somebody slower. Modern day structures are fantastic. But have you seen a butterfly's wings?. Man has created symphony. But have you heard a blackbird sing?. And no matter how dumb you are,. There is always somebody dumber. And no matter how fine you are. There is always somebody finer. I am blind, I am blind,. But I see behind my eyes. Man can make sweet red wine. But have you tasted a mountain stream. Hollywood has created movies. But listen to the color of your dreams. And no matter how ugly you are. There is no such thing as ugly. And no matter how bad you are. There is always someone to forgive you. And no matter how fine you are. There is always somebody finer. And no matter how low you are. There is always somebody lower. And no matter how fast you are,. There is always somebody faster. Faster, faster, faster, faster, faster, faster, and faster, and faster. And slower, and lower, and finer, and finer, and slower, and faster, and lowerâ€¦",Rock,The Animals
"'Cause it's a bittersweet symphony, this life. Try to make ends meet. You're a slave to money then you die. I'll take you down the only road I've ever been down. You know the one that takes you to the places. where all the veins meet yeah,. No change, I can change. I can change, I can change. But I'm here in my mold. I am here in my mold. But I'm a million different people. from one day to the next. I can't change my mold. No, no, no, no, no. Well I never pray. But tonight I'm on my knees yeah. I need to hear some sounds that recognize the pain in me, yeah. I let the melody shine, let it cleanse my mind, I feel free now. But the airways are clean and there's nobody singing to me now. No change, I can change. I can change, I can change. But I'm here in my mold. I am here in my mold. And I'm a million different people. from one day to the next. I can't change my mold. No, no, no, no, no. I can't change. I can't change. 'Cause it's a bittersweet symphony, this life. Try to make ends meet. Try to find some money then you die. I'll take you down the only road I've ever been down. You know the one that takes you to the places. where all the things meet yeah. You know I can change, I can change. I can change, I can change. But I'm here in my mold. I am here in my mold. And I'm a million different people. from one day to the next. I can't change my mold. No, no, no, no, no. I can't change my mold. no, no, no, no, no,. I can't change. Can't change my body,. no, no, no. I'll take you down the only road I've ever been down. I'll take you down the only road I've ever been down. Been down. Ever been down. Ever been down. Ever been down. Ever been down. Have you ever been down?. Have you've ever been down?",Rock,U2
"I know what you want. I wanna take you to a midnight show tonight. If you can keep a secret. I got a blanket in the backseat of my mind. And a little place that sits beneath the sky. She turned her face to speak. But no one heard her cry. I drive faster, boy. I drive faster, boy. I know there's a hope. There's too many people trying to help me cope. You got a real short skirt. I wanna look up, look up, look up, yeah yeah. We were just in time. Let me take a little more off your mind. There's something in my head. Somewhere in the back said. We were just a good thing. We were such a good thing. Make it go away without a word. But promise me you'll stay. And face this things i have heard. Oh, make it go away!. I drive faster, boy. I drive faster, boy. Oh, crashing tide can't hide a guilty girl. With jealous hearts that start with gloss and curls. I took my baby's breath beneath the chandelier. Of stars in atmosphere. And watch her disappear. Into the midnight show.. Oh faster, faster, faster.. Oh no no no no no.. If you keep a secret. Well baby you can keep a secret. If you keep a secret.",Rock,The Killers
